lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
254,1,100.3,9,29,4,3,1,0,0,0
47,1,94.5,10,13,4,4,0,0,0,1
96,0,93.96,10,26,4,2,0,0,3,0
125,1,99.45,7,23,4,2,2,0,0,1
132,1,113.4,10,8,4,3,2,0,0,0
49,0,160.65,6,22,4,2,0,1,0,0
147,2,103.7,7,1,4,2,2,0,3,1
0,0,106.4,6,27,3,0,1,0,0,1
91,0,90.95,6,3,3,2,1,0,3,0
32,1,88.0,12,16,4,2,0,3,0,1
283,1,111.3,10,23,4,1,2,0,3,0
11,1,87.4,9,13,4,0,1,3,0,1
18,0,166.0,7,8,4,2,1,0,3,0
14,1,92.17,10,19,4,3,1,0,0,1
260,0,73.95,12,26,4,3,1,0,0,0
13,0,89.0,6,14,4,1,0,3,0,1
314,0,75.0,10,12,3,3,0,0,0,0
127,3,90.0,11,2,4,4,1,0,0,1
59,0,81.0,1,28,3,2,0,0,0,1
129,0,114.3,8,6,4,4,2,0,0,0
41,0,58.5,12,27,3,5,1,0,0,1
99,3,127.71,12,26,4,3,1,0,3,1
5,0,65.0,9,2,2,2,0,0,0,1
82,1,134.1,8,7,4,1,2,0,0,0
61,1,88.0,11,11,4,2,1,3,0,1
151,2,76.5,8,21,4,3,2,0,0,1
308,0,71.91,12,29,4,3,2,3,0,0
105,0,97.12,3,20,4,4,2,0,3,1
75,0,168.3,8,13,4,1,2,0,3,0
113,0,100.0,5,31,2,3,0,0,0,0
277,4,60.29,11,13,4,1,2,0,0,1
20,1,97.0,12,18,4,0,2,3,0,1
0,3,126.0,9,19,4,2,2,0,0,1
185,1,90.95,7,5,4,4,0,0,0,0
3,0,90.0,9,9,2,2,0,0,0,1
0,1,151.0,7,12,4,1,0,0,0,1
2,3,194.0,9,22,4,1,0,0,0,1
177,0,100.0,6,3,4,2,0,0,0,0
35,0,111.83,8,28,4,2,2,0,0,0
80,0,72.25,7,24,3,2,2,0,0,1
153,1,115.2,6,4,4,1,2,0,0,0
51,1,123.3,8,28,4,3,2,0,3,0
1,2,130.0,2,7,4,0,2,0,3,1
178,0,100.3,6,4,4,3,2,0,0,0
247,0,96.3,8,11,4,2,0,0,0,0
110,0,90.95,4,20,4,2,0,0,3,1
304,0,89.0,11,3,3,3,0,0,0,0
21,1,88.0,11,28,4,0,1,3,0,0
17,2,107.09,12,2,4,3,2,0,3,1
0,0,117.04,10,29,4,1,1,0,0,1
73,1,107.95,4,7,4,3,1,0,3,1
285,0,100.0,10,3,3,3,1,0,0,0
27,0,108.0,9,30,3,2,0,0,0,1
21,0,119.0,6,23,4,1,0,0,0,0
0,2,80.0,8,6,4,1,0,0,0,1
19,2,104.0,11,25,4,1,0,0,0,1
135,0,90.0,9,14,3,2,1,0,0,1
76,1,58.76,10,22,4,3,1,3,0,1
91,0,109.98,10,24,4,4,1,0,3,1
93,1,68.0,12,10,3,1,1,0,0,1
73,0,159.3,4,3,4,1,2,0,5,0
203,0,58.14,8,3,4,4,0,3,0,0
40,0,88.5,3,1,4,3,0,0,3,0
77,0,68.85,3,16,4,4,1,3,0,1
94,0,134.1,8,5,4,2,1,0,0,0
5,1,136.0,6,11,4,1,0,0,3,1
156,0,112.2,8,20,4,2,2,0,3,0
101,0,70.03,4,18,4,3,1,0,3,0
180,2,51.28,11,13,4,0,1,3,0,1
85,0,186.3,6,30,4,1,0,0,5,0
98,0,71.4,9,21,3,3,1,0,0,0
142,0,85.5,7,1,4,2,0,3,0,0
106,1,96.3,3,24,4,3,0,0,0,0
193,0,120.0,6,20,3,2,1,0,0,0
317,0,120.0,9,15,3,2,0,0,0,0
68,0,164.88,11,2,4,4,1,0,1,0
22,2,115.0,10,6,4,4,0,0,0,1
247,1,90.95,10,25,4,4,0,0,0,0
71,0,87.13,4,22,4,2,2,3,0,0
95,2,89.25,9,18,4,2,1,0,0,1
305,0,89.0,11,4,4,2,1,0,0,0
212,1,90.95,8,8,4,3,1,0,0,1
38,0,90.2,3,23,4,2,0,3,0,1
53,1,91.48,3,6,4,0,1,0,3,1
70,2,109.8,12,25,4,1,2,0,0,1
5,1,0.0,5,9,1,0,1,0,0,1
14,0,58.0,12,14,3,4,1,0,0,1
57,0,80.3,3,4,4,2,0,0,0,1
18,0,79.0,3,25,3,2,0,3,0,1
48,1,72.36,10,19,3,3,1,0,1,1
41,1,140.0,11,18,4,2,0,0,3,1
60,1,62.18,10,9,4,2,0,0,0,1
67,2,88.4,11,23,4,4,0,0,0,0
1,2,137.0,8,17,4,1,0,3,0,1
74,1,85.5,4,25,4,2,1,0,0,1
2,0,156.0,5,5,4,1,0,0,3,1
103,0,85.0,9,28,3,1,0,3,0,0
6,0,85.0,5,9,3,2,1,3,0,1
335,0,80.0,10,13,3,3,0,0,0,1
169,2,121.5,8,3,4,3,0,0,0,0
180,2,100.08,10,28,3,2,1,1,0,0
133,1,120.0,6,19,4,1,2,0,0,1
5,0,67.0,8,30,2,3,0,0,0,1
34,1,103.89,8,27,4,5,2,3,0,1
51,0,106.2,4,1,4,2,1,0,3,1
60,2,123.3,9,1,4,3,0,0,3,1
305,0,89.0,11,4,3,2,1,0,0,0
3,2,113.46,5,29,4,4,2,0,0,1
53,2,158.4,10,16,4,2,2,0,3,1
12,4,0.0,8,17,1,1,0,0,0,1
130,0,105.3,7,17,4,1,2,0,0,1
29,0,84.65,2,5,4,2,0,0,0,1
88,1,90.0,10,7,2,2,0,0,0,1
1,1,0.0,11,12,1,1,0,0,0,1
12,0,65.0,8,5,2,3,0,0,0,1
22,0,71.2,1,25,4,15,5,3,0,1
199,1,95.4,5,2,4,3,1,3,0,0
51,0,85.5,3,16,2,1,0,0,0,1
42,2,142.2,8,30,4,4,0,0,3,1
2,0,89.0,3,30,4,1,0,3,0,1
105,0,110.0,10,12,3,2,1,1,0,0
28,2,99.87,10,12,4,2,1,0,0,1
57,0,101.52,9,21,3,2,0,0,0,1
257,0,80.0,7,1,3,2,0,1,0,1
0,0,65.0,10,27,2,2,0,0,0,1
6,0,103.64,6,26,4,3,2,0,0,0
19,0,120.0,5,2,4,2,1,0,0,1
8,1,106.25,5,25,4,1,0,0,0,1
23,1,154.0,12,3,4,1,2,0,3,1
67,1,76.16,3,26,3,1,2,0,0,1
118,0,119.0,6,6,3,2,1,0,0,1
89,3,108.0,10,8,4,2,2,0,1,1
56,2,167.45,4,19,4,4,0,0,5,1
12,0,171.0,2,3,4,2,0,0,5,0
3,0,131.0,12,9,4,1,0,0,3,1
224,1,73.37,6,20,4,3,1,0,0,1
0,0,95.0,5,2,0,3,1,0,0,1
256,0,100.75,10,16,4,3,2,0,0,0
35,2,199.0,11,7,4,3,1,0,0,1
118,1,85.5,7,19,4,0,2,0,0,0
346,0,90.0,9,13,3,2,0,1,0,1
49,0,75.95,3,6,4,2,2,0,0,1
77,1,74.61,12,24,4,3,2,0,3,1
183,1,110.0,9,8,3,3,0,0,0,0
78,0,100.0,3,25,3,2,1,0,0,0
95,1,149.4,9,26,4,2,1,0,3,1
62,0,106.88,9,3,4,2,2,0,0,0
268,0,78.0,4,8,3,3,2,0,0,1
88,1,151.2,10,20,4,3,0,0,3,1
34,0,59.0,1,26,2,1,0,0,0,1
179,1,97.7,6,3,4,2,0,0,3,1
21,0,65.0,12,17,2,2,0,0,0,1
13,1,111.6,9,20,4,3,2,0,0,1
6,0,92.0,2,22,4,2,1,0,0,1
51,2,112.0,10,21,4,3,0,0,0,1
9,2,171.0,8,8,4,2,1,0,0,1
19,0,82.83,2,18,4,3,0,0,0,1
46,2,152.1,7,27,4,1,0,0,0,1
7,0,106.0,2,12,4,2,0,0,3,0
278,0,73.95,12,23,4,5,2,0,0,0
0,1,74.69,12,28,4,0,1,0,0,1
6,2,77.0,12,18,4,1,0,0,1,1
4,1,94.36,6,17,4,2,1,3,0,1
143,0,90.0,8,25,3,3,0,0,0,1
136,0,198.0,8,8,4,3,1,1,3,0
58,0,125.1,9,8,4,1,0,3,0,0
180,0,70.0,10,16,3,1,0,0,0,0
74,0,87.0,9,18,3,2,0,1,0,1
4,1,88.0,12,14,4,1,0,0,0,1
41,0,75.0,11,2,3,3,0,0,0,1
86,1,96.3,4,17,4,1,2,0,0,1
100,0,108.0,10,16,3,1,0,1,0,0
32,1,130.0,11,11,4,2,0,0,0,1
102,0,75.0,5,16,3,2,1,0,0,1
1,1,66.0,2,23,2,2,0,0,0,1
36,0,150.3,7,1,4,3,2,0,3,0
6,0,77.0,9,24,3,1,0,0,0,1
86,1,65.0,5,20,3,2,1,0,0,1
163,0,100.0,6,5,3,2,2,0,0,0
83,1,75.0,5,1,3,2,2,0,0,1
47,0,80.75,10,16,3,2,2,0,0,1
1,0,0.0,6,11,4,0,0,0,0,1
256,0,115.0,6,15,3,2,0,1,0,0
124,0,94.5,8,8,3,1,2,1,0,1
10,0,106.0,2,26,4,2,1,0,3,0
3,0,100.0,8,22,2,1,1,0,0,1
14,0,209.0,9,13,4,1,0,0,4,0
106,0,85.0,4,27,4,4,0,3,0,0
14,1,110.0,6,26,4,0,1,0,0,1
11,0,143.2,9,29,4,1,0,0,0,1
56,0,97.23,11,10,4,3,1,0,0,1
20,2,89.0,9,12,4,0,1,3,0,1
63,0,107.1,4,2,4,1,1,0,3,1
48,1,40.67,3,6,3,1,2,0,0,1
122,0,110.24,4,2,3,1,2,1,0,1
1,0,95.0,11,13,4,0,2,3,0,0
55,1,84.2,3,5,4,6,2,0,3,1
1,1,67.0,8,17,2,2,0,0,0,1
193,0,65.0,10,15,3,3,0,0,0,0
2,2,102.0,2,12,4,2,0,0,0,1
38,1,76.23,9,2,4,1,0,3,0,1
3,0,88.0,12,5,4,1,1,3,0,1
13,1,59.33,11,12,4,5,2,3,0,1
21,0,159.0,8,1,4,3,1,0,0,0
93,0,134.1,8,3,4,4,1,0,0,0
5,0,78.03,9,7,4,2,1,0,0,1
162,1,76.5,8,28,4,2,1,0,0,0
20,1,124.16,11,6,4,2,2,0,0,1
29,1,94.0,11,18,4,1,0,0,0,1
11,1,139.0,9,20,4,1,0,0,0,1
136,1,170.36,5,7,4,5,2,0,5,0
8,0,130.0,11,5,3,1,0,0,0,1
77,2,149.4,7,3,4,5,3,0,3,1
5,1,250.0,5,27,4,1,0,0,5,1
248,1,90.95,8,14,4,5,2,0,0,1
170,1,103.7,8,25,4,3,2,0,3,0
1,0,79.0,2,13,4,1,0,3,0,1
0,0,223.0,5,19,4,1,0,0,3,0
0,1,90.0,8,1,4,0,1,3,0,1
24,1,95.48,9,22,4,3,0,0,0,1
136,0,123.25,6,30,4,3,1,1,0,1
34,0,99.9,4,12,3,1,0,0,0,1
111,1,122.1,5,4,4,4,0,0,4,1
166,1,100.3,6,19,4,2,2,0,0,0
0,0,100.0,10,15,3,2,0,0,0,1
50,0,126.9,5,21,4,1,0,0,0,0
94,0,127.93,5,18,4,4,0,0,0,0
0,0,65.0,5,4,2,2,0,0,0,1
9,1,119.0,4,27,4,1,0,3,0,1
116,0,104.5,5,18,4,1,0,0,0,0
212,2,96.3,10,16,4,1,2,0,0,1
113,2,92.94,7,5,4,5,1,0,3,1
48,2,93.5,3,20,4,2,2,0,0,1
2,0,72.75,4,17,3,2,2,0,0,1
273,0,95.0,5,13,3,2,1,0,0,0
150,1,76.5,8,2,4,0,2,0,0,1
32,0,81.0,9,25,3,3,2,0,0,1
77,0,80.75,4,8,4,6,2,0,0,0
0,0,106.2,4,30,4,1,2,0,0,1
2,0,67.0,3,31,2,2,0,0,0,1
47,1,93.5,3,21,4,3,1,0,0,1
10,2,161.0,9,24,4,1,0,0,0,1
22,1,96.13,12,4,4,2,2,0,1,1
80,0,102.6,12,26,4,2,1,0,3,0
14,0,116.0,8,8,3,5,2,1,0,0
17,2,130.0,11,3,4,2,0,0,3,1
2,1,134.0,10,5,4,1,0,3,0,1
253,0,65.83,10,29,4,1,2,3,0,0
39,1,74.8,11,15,4,5,2,3,0,0
7,1,0.0,1,29,1,2,0,0,3,1
91,1,168.3,9,4,4,0,2,0,3,1
30,0,149.4,7,14,4,3,0,0,3,0
148,0,67.0,12,30,3,4,1,0,0,1
130,0,96.3,6,27,4,2,1,0,0,1
127,0,127.62,7,1,4,5,2,0,3,0
225,0,67.5,11,25,4,1,0,3,0,0
107,0,95.0,10,3,3,3,1,0,0,1
24,0,80.0,11,13,3,1,2,0,0,1
10,2,90.0,8,28,4,1,0,0,0,1
52,1,120.7,12,3,4,3,2,1,0,1
41,0,169.2,11,7,4,2,1,0,0,1
66,2,98.1,9,3,4,1,1,0,0,1
133,1,121.5,6,9,4,3,0,0,0,1
44,1,74.8,11,16,4,4,1,3,0,1
34,0,96.0,12,24,4,1,1,0,0,0
37,1,109.0,10,27,4,2,0,3,0,1
68,2,166.35,9,9,4,2,1,1,0,1
73,0,68.0,7,7,4,4,0,0,0,0
270,0,62.8,4,20,3,4,0,0,0,0
117,0,94.5,8,1,3,1,2,1,0,0
32,0,104.0,12,3,4,2,2,0,0,0
4,0,95.0,10,25,0,1,0,0,0,1
6,1,80.0,8,10,4,5,1,3,0,1
359,1,78.0,10,14,3,3,2,0,0,0
0,3,0.0,5,25,1,1,0,0,0,1
199,1,65.45,3,18,4,2,1,0,0,1
44,0,75.0,2,17,3,3,0,0,0,1
34,0,76.5,10,13,3,3,0,0,0,1
148,2,79.2,12,8,4,3,0,3,0,0
32,1,126.9,5,8,4,1,2,0,0,1
28,2,96.3,10,12,4,2,1,0,0,1
85,0,99.3,4,7,4,3,0,0,3,0
15,0,87.0,2,20,3,2,2,0,0,1
53,0,120.0,10,14,3,1,0,0,0,1
11,1,140.0,11,5,4,1,0,0,3,0
124,0,114.3,8,8,4,4,1,0,0,0
123,0,129.34,10,21,4,5,2,0,3,1
1,0,0.0,8,14,1,2,1,0,1,1
12,2,130.22,3,1,4,5,0,1,0,0
56,1,116.1,5,13,4,2,1,3,0,1
37,0,105.0,10,13,3,3,0,0,0,1
286,0,90.0,10,16,3,0,1,0,0,0
5,0,95.0,4,4,0,3,1,0,0,1
84,0,38.67,3,3,3,3,0,0,0,1
52,1,99.0,10,29,4,1,1,3,0,0
131,0,94.5,8,15,4,1,2,1,0,0
327,0,76.0,9,9,3,4,2,1,0,1
103,1,93.6,12,2,4,2,1,0,0,0
22,0,127.67,6,21,4,3,0,0,0,0
0,0,58.0,12,20,3,1,2,0,0,1
1,0,95.0,3,7,4,1,1,0,0,1
282,0,76.67,10,10,3,1,2,0,0,1
161,1,60.98,3,15,4,3,0,3,0,1
1,0,91.0,2,24,4,1,0,0,0,1
118,0,110.0,6,6,3,2,1,0,0,1
19,1,64.67,11,14,4,3,1,0,0,1
0,1,0.0,9,20,1,3,2,0,0,1
302,0,100.0,9,16,3,2,1,0,0,0
239,0,112.2,6,15,3,2,0,1,0,0
14,0,87.0,2,19,3,3,2,0,0,1
13,1,141.33,3,28,4,2,1,0,0,1
443,0,65.0,4,29,4,1,0,0,0,0
4,1,136.0,5,29,4,1,2,0,3,1
8,1,91.0,6,23,4,1,0,0,0,1
130,1,116.1,5,30,4,1,1,3,0,1
124,1,117.1,5,13,4,2,1,0,0,1
11,1,138.5,8,15,3,1,2,1,0,1
110,0,190.8,10,14,4,2,0,0,5,0
97,1,76.5,4,2,4,1,0,3,0,1
61,2,102.6,12,2,4,2,0,0,3,1
253,0,90.0,5,4,3,4,0,0,0,0
133,0,116.95,5,4,4,4,0,0,3,0
76,1,79.2,11,27,4,0,2,3,0,0
275,0,110.0,4,17,3,0,2,1,0,0
131,0,115.94,6,19,4,3,2,0,0,0
13,1,95.0,6,23,4,1,0,0,0,1
84,0,116.1,6,10,4,2,0,3,0,0
60,1,135.9,8,13,4,1,2,0,0,1
12,3,124.0,9,14,4,2,1,0,0,1
12,3,111.35,5,30,4,1,1,0,0,1
15,1,67.32,12,20,4,5,1,3,0,1
169,0,137.7,8,22,4,1,1,0,0,0
4,1,169.0,9,20,4,1,0,0,0,1
52,1,122.4,12,29,4,3,0,0,0,1
83,0,75.0,12,11,3,1,2,0,0,1
74,1,80.75,5,3,3,3,0,0,0,1
359,1,78.0,10,14,3,3,2,0,0,1
26,0,147.0,10,2,4,1,2,0,0,0
166,0,110.0,11,1,4,3,0,0,0,0
18,0,93.88,12,4,4,2,2,0,1,1
120,0,94.86,4,5,4,4,0,0,4,1
179,1,90.95,7,17,4,2,2,0,0,1
1,0,0.0,8,12,1,2,0,0,0,1
25,0,104.0,6,1,4,2,0,3,0,1
273,0,87.0,7,17,3,2,0,1,0,1
49,1,108.0,10,3,4,2,1,3,0,1
282,1,88.83,10,29,4,2,2,0,0,0
0,0,138.0,8,17,4,1,0,0,0,1
204,0,59.07,10,2,4,2,1,0,0,0
180,1,108.9,10,1,4,1,2,0,0,0
31,1,140.4,5,20,4,1,0,0,3,1
74,1,107.1,8,9,4,4,0,3,0,1
210,0,72.75,10,8,3,3,1,0,0,1
25,2,187.0,7,26,4,2,0,0,3,1
9,1,76.0,11,7,4,1,0,3,0,1
250,0,95.0,9,26,3,3,1,0,0,0
115,0,76.0,2,27,3,2,2,0,0,1
40,0,150.3,4,1,4,2,1,0,3,0
1,0,6.0,8,5,1,1,0,0,0,1
12,0,68.0,11,2,3,5,1,0,0,1
64,1,149.4,9,16,4,2,0,0,3,1
13,0,65.0,10,28,2,2,0,0,0,1
320,0,90.0,8,18,3,2,0,1,0,1
105,0,75.0,4,6,4,1,0,0,0,0
33,0,41.43,11,7,3,5,2,0,0,1
3,0,65.0,12,10,2,1,0,0,0,1
105,0,84.0,1,25,3,4,1,0,3,1
29,0,96.9,11,14,4,3,1,0,3,1
161,1,95.2,4,29,4,2,2,3,0,1
73,0,76.5,7,13,4,2,1,0,0,0
79,1,132.3,10,20,4,3,2,0,3,1
38,0,85.0,8,4,3,5,2,0,0,1
162,0,115.0,10,14,3,2,2,0,0,0
23,2,91.6,11,18,4,2,0,0,1,1
132,0,114.75,7,14,4,4,2,0,0,0
6,1,169.93,9,12,4,1,1,0,3,1
45,0,194.73,5,13,4,2,1,0,6,0
49,0,75.0,11,2,3,4,0,0,0,1
122,0,80.0,12,8,4,3,0,0,0,0
61,0,78.2,12,19,3,0,1,0,3,1
13,1,100.0,9,15,2,1,0,3,0,1
133,1,84.33,3,11,3,2,1,0,0,1
29,0,72.1,3,4,4,1,0,3,0,1
151,1,131.75,7,14,4,8,2,0,3,0
145,0,72.5,8,29,3,1,2,1,0,1
15,1,145.0,7,8,4,2,1,0,0,0
11,1,231.0,7,15,4,1,0,0,5,1
211,0,100.0,5,20,3,2,0,0,0,0
2,2,98.0,8,7,4,0,1,3,0,1
22,0,89.0,3,16,2,2,0,0,0,1
193,1,100.8,6,22,4,2,0,0,0,0
76,0,120.0,10,10,3,0,1,0,0,0
64,0,140.4,5,27,4,2,0,0,3,0
27,0,137.0,4,17,4,0,1,0,3,0
137,2,146.1,12,24,4,3,2,1,0,1
75,1,103.7,4,25,4,3,1,0,3,1
1,1,150.0,6,15,4,4,0,0,0,1
18,0,65.0,1,16,4,2,2,3,0,1
13,1,111.85,6,5,4,0,1,0,0,1
97,2,81.25,7,8,3,2,0,0,0,1
44,2,104.63,10,29,4,3,1,0,3,1
1,0,107.03,8,20,4,1,0,3,0,1
82,2,146.7,7,1,4,4,2,0,3,1
142,1,96.3,7,4,4,0,1,0,0,1
106,0,89.25,9,4,4,2,0,0,0,0
59,0,80.0,1,28,3,1,0,0,0,1
5,0,123.5,4,24,4,2,2,0,0,1
220,1,114.75,12,30,4,2,2,0,3,0
8,0,58.41,12,3,4,3,1,0,3,1
101,2,70.99,4,9,4,5,2,0,0,1
1,0,89.0,3,30,2,1,0,0,0,1
39,0,87.0,8,14,3,2,0,1,0,1
296,1,117.0,9,21,3,4,0,1,0,0
166,1,122.4,10,3,4,3,1,0,3,0
69,1,135.9,9,4,4,3,2,0,0,0
54,1,98.1,12,20,3,3,0,0,0,1
159,1,82.19,7,6,4,5,2,0,0,1
79,0,125.38,4,28,4,3,1,0,3,1
84,0,65.0,9,7,2,1,0,0,0,1
76,0,64.6,9,15,3,3,0,0,0,1
40,0,85.0,10,24,3,2,1,0,0,1
45,0,168.3,5,1,4,0,2,0,3,0
29,1,63.87,3,11,4,3,2,0,0,1
0,0,153.0,8,9,4,0,2,0,5,1
18,0,107.0,12,6,4,0,2,0,0,1
138,0,47.25,8,22,3,1,2,1,0,1
79,0,89.25,9,2,4,3,0,0,0,0
259,0,90.0,5,5,4,3,0,0,0,0
14,1,118.0,2,24,3,3,0,0,0,1
48,0,175.0,9,14,3,2,0,0,4,1
32,2,67.5,2,6,4,1,1,3,0,1
3,1,79.0,3,17,2,1,0,0,0,1
81,1,103.5,7,3,4,1,2,3,0,0
9,1,90.5,9,21,3,1,1,0,0,1
10,1,74.8,12,23,4,2,2,3,0,1
317,0,120.0,9,15,4,2,0,0,0,0
1,1,175.0,9,22,4,1,0,3,0,1
172,0,123.25,5,26,4,3,1,0,3,0
5,1,109.0,6,8,4,2,0,3,0,0
151,0,300.0,7,3,3,3,2,1,0,0
141,2,72.25,7,13,3,4,1,0,0,1
244,0,85.85,10,30,4,3,2,0,0,0
154,0,71.6,5,9,4,3,1,0,0,0
38,0,170.1,5,30,4,1,1,0,0,0
3,1,129.0,2,8,4,0,1,1,0,1
68,2,149.4,9,24,4,2,2,0,3,1
50,0,114.09,11,5,4,1,2,0,0,0
44,0,98.8,12,2,4,2,0,0,0,0
18,1,140.0,10,29,4,1,2,0,0,0
9,3,99.0,8,20,4,2,0,0,0,1
83,0,90.6,9,30,3,1,0,1,0,1
267,0,95.0,9,30,3,2,1,0,0,0
30,1,76.08,11,17,4,3,0,0,0,1
75,0,80.0,3,17,3,3,1,0,0,0
0,0,75.0,3,20,3,0,1,0,0,1
265,1,109.0,6,24,4,2,0,1,0,0
22,0,85.0,7,9,3,1,2,0,0,1
33,1,126.0,4,14,4,3,1,0,0,1
14,0,100.0,10,15,3,2,0,0,0,1
256,1,115.0,6,15,3,2,0,1,0,0
101,2,90.0,11,18,4,2,0,0,0,0
86,0,60.0,5,20,3,2,1,0,0,1
108,0,92.4,5,4,4,3,0,0,0,1
5,0,65.0,10,20,2,2,0,0,0,1
64,1,81.08,7,18,4,2,1,0,0,1
110,0,120.0,10,9,4,0,1,0,0,0
15,1,109.34,4,20,4,1,0,0,3,1
153,0,102.3,6,8,4,3,0,0,0,0
2,1,108.0,2,26,4,1,0,0,3,1
77,0,97.02,3,26,4,5,2,0,3,0
66,3,177.66,9,4,4,3,2,0,5,1
86,0,96.9,7,10,3,2,2,0,0,1
116,2,79.2,12,17,4,1,2,3,0,1
4,0,70.0,12,16,3,1,0,0,0,1
126,0,114.3,5,7,4,1,2,0,3,1
41,0,85.0,10,25,3,3,0,0,0,1
13,0,90.0,5,9,3,2,1,0,0,1
228,1,118.9,8,16,4,3,0,0,0,0
11,0,85.0,2,13,3,3,2,0,0,1
65,1,68.85,7,10,4,2,0,0,0,0
92,0,60.0,12,22,3,4,0,0,3,1
37,1,104.0,12,7,4,3,0,0,0,1
140,2,108.0,10,11,4,3,0,3,0,0
30,0,68.71,11,12,4,2,2,0,0,0
76,0,94.0,7,24,4,1,2,3,0,1
19,2,120.12,5,3,4,3,0,0,3,1
120,3,80.75,6,18,3,3,2,0,0,1
122,0,121.5,7,27,4,1,0,0,0,0
96,0,94.5,7,11,3,1,2,1,0,1
80,1,126.9,5,2,4,1,1,0,0,1
1,0,60.0,2,28,3,1,2,0,0,0
61,0,117.0,3,23,4,2,0,0,0,0
23,0,140.0,10,21,4,2,0,0,0,0
304,0,89.0,11,3,4,3,0,0,0,0
271,1,101.33,9,21,3,3,0,0,0,0
6,0,0.0,12,10,4,2,0,0,0,1
54,0,81.0,10,16,3,2,2,0,0,1
1,0,129.0,5,12,4,1,0,3,0,1
54,0,85.5,7,3,3,1,2,0,0,1
49,2,113.4,10,5,4,2,0,0,0,1
28,0,57.0,2,26,3,2,1,0,0,1
88,3,132.3,10,8,4,2,2,0,3,1
24,0,135.0,5,11,4,4,0,0,0,1
96,1,132.6,5,12,4,3,2,0,3,0
10,1,93.0,2,9,4,2,0,0,0,0
153,1,72.25,10,16,3,2,2,3,0,1
2,1,176.0,5,26,4,3,0,0,3,1
155,1,96.12,8,22,4,5,2,0,0,1
0,0,65.0,2,22,2,2,1,0,0,1
110,0,94.5,7,25,4,1,2,1,0,0
84,0,79.2,12,22,4,1,0,3,0,0
6,1,97.0,1,16,4,1,1,0,0,1
24,0,123.5,4,11,4,3,1,0,3,0
4,1,211.33,9,14,3,2,1,0,5,1
3,2,146.4,11,3,4,3,2,0,0,1
225,0,67.5,11,25,4,1,0,3,0,0
49,3,109.8,9,2,4,1,0,0,0,1
111,1,76.5,7,6,4,2,1,0,0,0
19,1,57.98,2,17,4,1,0,3,0,1
28,2,81.1,2,6,4,1,2,0,0,1
18,2,210.0,11,7,4,2,1,0,3,1
0,0,87.0,6,15,3,2,0,1,0,1
267,0,115.2,10,1,4,1,1,0,3,0
131,2,121.5,7,3,4,0,2,0,0,1
134,1,146.7,8,12,4,2,1,0,3,1
56,0,185.0,9,25,3,2,2,0,0,1
17,0,80.0,3,17,2,2,0,0,0,0
40,0,106.9,9,4,4,5,2,0,1,0
7,1,67.0,8,23,2,3,0,0,0,1
59,2,138.6,12,24,4,1,2,0,3,1
0,0,176.0,5,20,4,1,0,0,3,1
5,0,90.0,10,19,3,2,1,0,0,1
212,0,90.95,8,22,4,4,1,0,0,0
117,1,109.65,6,2,4,3,1,3,0,1
76,1,93.6,11,22,4,1,0,0,0,1
5,0,119.0,6,2,4,1,0,3,0,1
144,1,114.3,5,6,4,2,0,0,3,0
74,0,95.0,9,16,3,2,2,0,0,1
6,1,121.0,6,5,4,0,1,0,0,1
3,2,93.0,1,25,4,0,1,0,0,1
120,0,72.25,8,2,3,4,0,0,0,1
61,0,68.85,7,8,4,8,2,0,0,0
104,1,109.8,12,4,4,0,2,0,0,0
0,0,155.33,8,31,4,2,1,0,5,1
39,0,67.5,2,13,4,1,0,3,0,1
66,0,75.0,10,9,3,2,1,0,0,0
331,0,75.9,12,31,4,1,2,3,0,0
292,0,115.0,7,21,3,2,0,1,0,0
26,1,65.0,11,23,3,3,1,0,0,1
33,1,84.57,2,10,4,3,0,0,0,1
191,0,71.1,11,25,4,1,0,3,0,0
113,1,105.3,7,12,4,3,0,0,0,1
187,1,121.5,8,12,4,2,1,0,0,0
59,1,119.0,12,4,4,2,2,0,3,1
6,1,149.0,9,17,4,1,1,3,0,1
418,0,107.0,9,26,4,2,1,1,0,0
93,1,71.4,7,12,4,5,2,3,0,1
14,1,100.0,11,2,4,1,0,3,0,1
2,1,114.0,8,12,4,1,0,0,0,1
47,1,117.9,7,1,4,3,2,0,0,1
32,0,85.0,7,18,3,1,1,0,0,1
79,3,134.55,10,20,4,3,1,0,3,1
11,1,102.0,1,27,4,2,0,0,0,1
244,2,90.95,10,22,4,2,2,0,0,1
34,1,168.3,8,16,4,7,2,0,3,1
59,0,85.0,7,18,3,1,1,0,0,1
3,2,122.33,5,13,4,4,2,3,0,1
6,0,85.0,2,15,4,2,1,0,0,0
102,0,101.34,12,26,4,3,1,0,1,0
98,0,105.0,5,16,3,2,1,1,0,1
1,1,111.0,11,19,4,1,0,0,0,1
59,2,72.25,10,29,4,3,0,0,0,1
30,1,144.9,7,12,4,2,0,0,0,1
8,1,95.0,4,5,4,1,0,0,0,1
19,0,130.0,5,2,4,2,1,0,0,1
46,0,75.0,11,11,3,2,0,0,0,1
2,0,12.0,6,2,4,3,0,0,0,1
3,0,76.5,6,19,3,1,2,0,0,1
15,1,116.0,8,31,4,4,0,0,3,1
